date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:11:10	7083/7083	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/jquery-migrate-3.0.0.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/jquery-migrate-3.0.0.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:11	15413/15413	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/modernizr-2.6.2.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/modernizr-2.6.2.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:12	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/imagesloaded.pkgd.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/imagesloaded.pkgd.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:13	34694/34694	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/jquery.isotope.v3.0.2.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/jquery.isotope.v3.0.2.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:14	13079/13079	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/pace.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/pace.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:15	19188/19188	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/popper.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/popper.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:16	79741/79741	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/bootstrap.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/bootstrap.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:17	1418/1418	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/scrollIt.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/scrollIt.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:18	8835/8835	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/jquery.waypoints.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/jquery.waypoints.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:19	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/owl.carousel.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/owl.carousel.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:20	12597/12597	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/jquery.stellar.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/jquery.stellar.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
